customer_id,tenure_months,monthly_charges,total_charges,country,plan,last_login_unix,churned
100177,72,72.48,5199.64,AU,basic,1615294233,0
100178,13,21.85,307.05,US,standard,1615377955,0
100179,64,111.87,7200.37,US,standard,1615464609,0
100180,60,24.58,1499.47,BR,basic,1615553343,0
100181,3,63.09,141.75,CA,standard,1615639302,0
100182,4,41.66,190.67,UK,premium,1615722291,0
100183,39,96.15,3786.49,BR,premium,1615813099,0
100184,64,61.06,3925.66,DE,basic,1615895200,1
100185,40,28.32,1104.29,DE,standard,1615987401,1
100186,7,86.7,619.42,JP,basic,1616072031,1
100187,27,95.92,2589.41,BR,standard,1616159962,0
100188,17,112.72,1956.87,DE,premium,1616240474,0
100189,70,66.72,4677.94,AU,standard,1616330537,0
100190,10,82.41,857.99,CA,standard,1616417751,1
100191,3,48.72,150.67,DE,standard,1616504370,1
100192,35,49.37,1684.71,CA,standard,1616590543,0
100193,18,96.92,1767.25,BR,premium,1616676933,0
100194,43,62.96,2676.05,CA,standard,1616763881,0
100195,42,44.4,1838.97,BR,basic,1616850086,0
100196,36,85.86,3047.63,UK,standard,1616931456,0
100197,19,28.73,504.85,BR,standard,1617021715,0
100198,36,33.93,1197.52,UK,standard,1617104657,0
100199,16,73.52,1151.57,BR,premium,1617194605,1
100200,250,80.85,71.63,CA,standard,1617279766,1
100201,251,119.54,6246.81,US,premium,1617368766,0
100202,252,23.98,308.01,BR,premium,1617454289,0
100203,253,86.81,4954.01,FR,premium,1617542727,0
100204,254,64.19,4627.72,CA,standard,1617626937,0
100205,255,79.45,3027.39,BR,premium,1617710860,0
100206,256,111.57,5943.12,UK,premium,1617800510,0
100207,257,81.15,3378.66,BR,basic,1617885534,0
100208,258,79.94,1882.63,UK,premium,1617968915,0
100209,259,28.29,1781.65,DE,basic,1618058491,0
100210,260,106.49,2525.2,BR,premium,1618145541,0
100211,261,22.77,1361.66,BR,standard,1618231400,1
100212,262,43.44,719.81,BR,standard,1618316921,0
100213,263,86.96,1209.38,AU,basic,1618399888,0
100214,264,34.63,1311.2,JP,premium,1618491867,0
100215,265,73.5,3125.28,UK,standard,1618579150,0
100216,266,78.76,3139.51,BR,standard,1618662555,0
100217,36,116.31,4138.53,BR,basic,1618751098,0
100218,42,45.0,1879.71,UK,premium,1618836721,1
100219,65,30.74,1982.62,UK,premium,1618924540,0
100220,57,113.99,6491.32,BR,basic,1619009679,0
100221,59,62.84,3675.67,CA,standard,1619097366,1
100222,46,102.59,4721.79,BR,premium,1619182007,0
100223,20,90.52,1782.37,UK,premium,1619265841,0
100224,15,117.64,1729.35,DE,premium,1619354401,0
100225,61,68.96,4211.06,FR,basic,1619437102,0
100226,15,28.21,409.34,DE,basic,1619525300,1
100227,12,87.37,1015.08,UK,basic,1619612889,0
100228,61,94.48,5755.92,CA,basic,1619698414,0
100229,28,107.17,3045.86,BR,standard,1619787245,0
100230,63,65.06,4096.5,AU,premium,1619870898,0
100231,57,28.06,1565.05,CA,basic,1619960799,0
100232,61,114.93,7028.07,FR,premium,1620041220,0
100233,27,57.5,1546.86,BR,premium,1620133562,1
100234,8,28.89,265.11,US,premium,1620218306,1
100235,29,38.61,1168.3,DE,premium,1620303188,0
100236,19,73.41,1422.8,US,standard,1620393667,1
100237,17,51.04,864.77,CA,premium,1620473753,1
100238,11,68.74,712.5,CA,basic,1620561396,0
100239,63,54.7,3407.33,FR,standard,1620649613,1
100240,17,66.69,1182.99,BR,premium,1620736167,0
100241,48,115.17,5513.44,BR,premium,1620825082,0
100242,44,97.15,4291.71,US,premium,1620911330,0
100243,30,77.1,2288.88,CA,standard,1620991602,0
100244,13,119.04,1551.37,US,premium,1621084465,1
100245,42,55.27,2324.46,CA,premium,1621167504,0
100246,72,49.54,3614.65,AU,standard,1621255865,0
100247,52,112.23,5828.58,FR,basic,1621342982,0
100248,43,95.4,4086.64,CA,standard,1621424679,0
100249,48,59.6,2859.89,US,basic,1621514090,0
100250,72,66.41,4788.9,BR,basic,1621599996,0
100251,8,85.24,681.57,DE,basic,1621684012,0
100252,38,39.96,1517.09,CA,premium,1621773828,0
100253,55,96.96,5320.74,BR,standard,1621856240,0
100254,29,112.35,3302.54,CA,standard,1621947492,0
100255,59,74.63,4440.77,US,basic,1622034171,0
100256,58,30.27,1721.53,AU,standard,1622118007,0
100257,46,106.19,4904.25,JP,standard,1622202303,0
100258,43,56.12,2439.19,FR,basic,1622293656,0
100259,61,80.35,4860.25,BR,standard,1622375933,1
100260,23,54.3,1204.68,UK,standard,1622467315,0
100261,54,26.67,1482.86,JP,premium,1622553768,0
100262,13,100.43,1324.81,CA,premium,1622634252,0
100263,13,103.87,1338.96,DE,premium,1622720402,0
100264,61,103.15,6269.26,FR,premium,1622806433,0
100265,22,43.82,975.03,DE,premium,1622894083,0
100266,1,32.91,5.32,UK,premium,1622985623,1
100267,21,89.97,1912.26,AU,basic,1623068328,0
100268,5,91.87,463.13,BR,premium,1623156088,1
100269,70,42.73,2989.19,US,premium,1623240338,0
100270,27,62.68,1658.5,AU,basic,1623331325,0
100271,26,46.76,1256.98,FR,basic,1623412426,0
100272,67,35.32,2406.39,CA,premium,1623503783,0
100273,17,92.2,1542.35,JP,premium,1623584796,0
100274,15,98.96,1498.44,DE,premium,1623675299,0
100275,70,83.0,5793.09,UK,basic,1623761934,0
100276,11,34.25,407.63,BR,basic,1623846381,1
100277,33,111.8,3662.39,BR,standard,1623933662,0
100278,63,87.6,5539.19,CA,standard,1624016545,0
100279,18,89.42,1590.8,BR,basic,1624108722,0
100280,65,65.08,4201.43,DE,premium,1624192207,0
100281,54,85.01,4586.17,JP,standard,1624274995,0
100282,71,119.23,8497.18,DE,premium,1624362118,0
100283,71,38.14,2658.53,CA,basic,1624448969,0
100284,45,31.44,1385.56,DE,standard,1624539256,1
100285,66,94.2,6248.49,BR,standard,1624626126,0
100286,27,116.36,3146.42,US,basic,1624706941,1
100287,8,40.21,355.58,CA,premium,1624796296,1
100288,56,59.75,3387.02,FR,premium,1624882143,0
100289,68,59.38,3993.88,CA,standard,1624973026,0
100290,18,76.32,1339.94,AU,standard,1625058966,0
100291,27,42.07,1121.67,AU,basic,1625141375,0
100292,38,106.5,4017.71,FR,standard,1625231808,0
100293,36,107.6,3875.86,BR,basic,1625313758,1
100294,10,69.83,648.46,DE,premium,1625401813,0
100295,7,97.77,708.38,CA,standard,1625487642,0
100296,1,66.03,97.78,BR,premium,1625574647,1
100297,68,65.57,4492.64,FR,premium,1625661072,0
100298,15,28.79,418.09,FR,basic,1625750743,0
100299,65,31.12,2031.21,DE,standard,1625833138,0
100300,22,101.44,2255.11,DE,premium,1625917986,1
100301,47,42.67,1987.72,BR,basic,1626004170,0
100302,69,116.94,8042.9,BR,premium,1626090036,0
100303,46,36.51,1657.46,FR,basic,1626178795,0
100304,9,103.33,884.8,JP,premium,1626263702,1
100305,23,86.7,1970.24,FR,premium,1626353900,0
100306,41,76.85,3188.98,FR,basic,1626439666,0
100307,25,93.49,2383.07,JP,standard,1626522476,0
100308,52,100.33,5193.87,AU,standard,1626612819,0
100309,47,106.04,4967.12,FR,premium,1626700437,0
100310,28,26.24,762.38,CA,standard,1626783080,0
100311,3,43.76,83.39,FR,premium,1626868677,0
100312,6,33.77,201.56,UK,basic,1626955293,1
100313,69,51.53,3577.68,US,standard,1627040038,0
100314,34,31.24,1040.3,UK,premium,1627129760,0
100315,33,58.44,1907.51,BR,standard,1627213812,0
100316,6,69.58,420.99,DE,premium,1627304923,1
100317,12,54.51,689.8,FR,basic,1627385347,1
100318,63,22.12,1435.33,JP,premium,1627473384,0
100319,4,63.19,284.72,CA,basic,1627561430,0
100320,27,68.19,1847.27,JP,standard,1627651026,0
100321,51,52.17,2669.35,FR,standard,1627735540,1
100322,5,26.42,151.68,JP,premium,1627821644,1
100323,63,99.52,6287.61,BR,basic,1627904623,0
100324,33,22.92,730.35,US,standard,1627991283,1
100325,52,26.53,1422.61,US,standard,1628082591,0
100326,2,44.69,139.25,CA,basic,1628165711,0
100327,11,97.63,1113.6,FR,standard,1628252264,0
100328,8,111.13,904.41,DE,premium,1628338254,1
100329,46,54.27,2495.27,UK,basic,1628427528,0
100330,45,37.59,1701.27,JP,premium,1628513093,0
100331,67,86.72,5767.25,CA,basic,1628600529,0
100332,22,119.74,2606.61,JP,standard,1628686996,0
100333,48,39.28,1900.06,BR,premium,1628772736,0
100334,50,56.64,2828.46,DE,basic,1628857137,0
100335,56,69.32,3927.46,FR,premium,1628945228,1
100336,68,54.43,3748.43,CA,premium,1629030410,0
100337,66,65.24,4349.05,BR,premium,1629114746,0
100338,69,44.72,3102.88,UK,basic,1629201736,0
100339,14,116.01,1668.66,DE,standard,1629286475,0
100340,26,94.12,2423.52,CA,premium,1629373398,0
100341,59,61.76,3637.31,CA,basic,1629462503,0
100342,68,21.12,1402.69,BR,premium,1629546950,0
100343,3,64.57,149.87,AU,basic,1629637732,1
100344,47,96.47,4521.07,JP,basic,1629718017,0
100345,50,71.96,3623.04,AU,basic,1629806294,0
100346,62,59.6,3722.42,US,premium,1629891128,0
100347,68,73.02,4921.08,FR,standard,1629977358,0
100348,25,34.32,868.95,BR,standard,1630070776,1
100349,71,119.29,8485.92,US,standard,1630154920,0
100350,31,115.73,3603.63,CA,standard,1630241057,0
100351,28,54.2,1506.42,DE,standard,1630328144,0
100352,9,33.61,258.37,JP,basic,1630412898,1
100353,32,23.55,710.59,DE,standard,1630499682,0
100354,54,27.6,1476.84,FR,premium,1630583091,1
100355,70,59.74,4155.1,CA,standard,1630673673,0
100356,45,31.47,1436.6,DE,premium,1630756349,0
100357,61,112.12,6844.38,CA,basic,1630845921,0
100358,72,115.92,8363.64,BR,basic,1630928355,0
100359,14,21.03,259.09,FR,basic,1631018751,0
100360,43,113.48,4835.29,DE,premium,1631106959,0
100361,22,84.49,1815.57,US,standard,1631190648,1
100362,38,114.61,4339.32,US,standard,1631273880,0
100363,7,52.36,393.87,AU,basic,1631364004,1
100364,9,73.65,684.37,JP,basic,1631446514,1
100365,39,102.06,3985.39,AU,basic,1631534473,0
100366,49,53.9,2627.83,AU,basic,1631621861,0
100367,9,20.49,160.85,AU,basic,1631707998,1
100368,23,21.24,489.91,DE,premium,1631796411,0
100369,25,40.0,1004.43,FR,premium,1631882866,0
100370,13,29.41,400.0,CA,premium,1631970811,0
100371,71,78.48,5589.41,FR,standard,1632052779,0
100372,66,64.95,4331.76,DE,premium,1632138260,0
100373,43,72.47,3117.18,AU,standard,1632223809,0
100374,71,94.24,6682.2,DE,premium,1632316923,0
100375,68,73.23,4987.48,US,premium,1632397378,0
100376,67,22.25,1509.5,AU,basic,1632484656,0
100377,7,75.5,566.96,UK,standard,1632570173,0
100378,16,42.42,726.78,US,basic,1632659662,1
100379,71,60.16,4236.99,DE,premium,1632743104,0
100380,67,108.45,7289.18,JP,premium,1632830145,0
100381,72,48.52,3492.04,DE,basic,1632916905,1
100382,44,58.74,2617.14,DE,premium,1633006964,0
100383,5,96.78,522.7,CA,basic,1633093974,1
100384,65,52.48,3411.69,BR,basic,1633181194,0
100385,10,105.19,1058.35,US,standard,1633266177,1
100386,1,33.57,3.27,BR,standard,1633353557,1
100387,36,84.26,3079.11,CA,basic,1633433422,0
100388,27,27.54,790.76,US,premium,1633524861,0
100389,38,96.7,3677.99,US,standard,1633608898,0
100390,27,68.86,1816.5,AU,basic,1633696928,0
100391,49,89.33,4414.78,JP,premium,1633785413,0
100392,52,98.3,5091.34,US,premium,1633868591,0
100393,50,90.95,4527.99,UK,basic,1633958572,0
100394,32,50.69,1621.65,CA,premium,1634043027,1
100395,65,88.91,5757.76,US,standard,1634127256,0
100396,66,83.36,5475.94,AU,basic,1634215479,0
100397,44,51.02,2238.93,BR,basic,1634299408,0
100398,3,26.82,99.61,AU,basic,1634385776,0
100399,37,70.58,2607.76,UK,basic,1634472534,0
100400,44,22.33,961.01,FR,premium,1634563194,0
100401,71,68.51,4895.16,FR,basic,1634645555,0
100402,22,73.4,1600.57,BR,basic,1634732701,1
100403,33,89.33,2971.57,JP,standard,1634816986,0
100404,56,36.62,2040.9,BR,premium,1634902516,0
100405,69,103.93,7143.24,CA,basic,1634994350,0
100406,24,77.78,1910.06,JP,basic,1635075712,0
100407,49,59.6,2926.1,DE,premium,1635165382,0
100408,59,102.06,6020.37,FR,premium,1635251461,0
100409,72,88.13,6314.97,BR,standard,1635337596,0
100410,65,44.45,2938.07,BR,standard,1635424325,0
100411,63,34.89,2245.15,JP,standard,1635509692,0
100412,60,101.96,6068.97,US,basic,1635599411,0
100413,67,83.78,5654.76,JP,basic,1635681068,0
100414,28,110.67,3093.07,US,basic,1635772644,0
100415,41,76.01,3079.83,US,premium,1635853229,0
100416,43,78.4,3373.39,US,basic,1635944039,0
100417,48,61.23,2892.88,AU,basic,1636029698,1
100418,65,83.97,5474.43,CA,standard,1636118510,0
100419,20,97.9,1981.05,US,premium,1636202002,1
100420,57,114.66,6520.3,JP,basic,1636286436,0
100421,72,69.44,4963.19,US,premium,1636377995,0
100422,18,28.65,465.86,UK,standard,1636462040,0
100423,31,119.33,3673.87,JP,standard,1636546702,0
100424,32,66.35,2143.03,CA,standard,1636636679,0
100425,71,69.68,4991.61,UK,premium,1636723013,0
100426,46,59.4,2725.18,UK,standard,1636806961,0
100427,24,98.61,2386.68,JP,standard,1636891428,0
100428,38,57.46,2135.16,CA,premium,1636979032,0
100429,3,108.75,326.99,AU,basic,1637066671,0
100430,41,71.6,2901.31,FR,basic,1637150856,0
100431,10,66.38,648.98,DE,standard,1637237968,0
100432,49,100.02,4916.14,UK,standard,1637321630,0
100433,36,34.53,1202.43,US,basic,1637410811,0
100434,49,115.06,5622.78,DE,premium,1637496080,1
100435,42,77.03,3258.1,BR,premium,1637586980,1
100436,58,58.67,3397.3,DE,premium,1637668481,0
100437,42,95.53,3970.13,CA,basic,1637760012,1
100438,16,102.94,1599.69,DE,premium,1637841634,0
100439,8,25.94,207.35,AU,premium,1637928272,1
100440,68,33.01,2196.95,CA,premium,1638013769,1
100441,55,81.94,4544.41,UK,basic,1638100777,0
100442,41,99.12,4027.1,UK,basic,1638186028,0
100443,41,103.2,4271.68,AU,basic,1638271610,0
100444,69,82.13,5636.33,FR,standard,1638360553,0
100445,20,87.73,1790.61,US,basic,1638447478,0
100446,70,45.13,3198.55,DE,standard,1638532407,1
100447,10,59.22,603.28,AU,standard,1638617605,1
100448,19,107.47,2086.2,JP,basic,1638710623,0
100449,30,50.87,1489.77,CA,basic,1638791390,0
100450,10,70.14,728.16,BR,standard,1638878738,0
100451,33,98.93,3259.48,AU,basic,1638966967,0
100452,54,78.27,4272.46,BR,standard,1639054602,1
100453,61,77.09,4739.5,FR,premium,1639136825,1
100454,58,110.54,6405.41,JP,basic,1639222874,0
100455,14,119.14,1651.97,DE,basic,1639310175,0
100456,4,88.06,311.68,BR,basic,1639400373,0
100457,21,63.39,1298.78,CA,basic,1639481255,0
100458,37,107.58,3981.09,JP,premium,1639572363,0
100459,59,20.11,1205.22,US,premium,1639659482,0
100460,44,36.79,1606.59,US,standard,1639741123,0
100461,65,49.97,3249.56,UK,premium,1639833519,0
100462,27,75.42,2061.17,FR,standard,1639917154,1
100463,70,82.95,5759.22,DE,premium,1640005492,1
100464,47,75.37,3554.78,JP,basic,1640091177,0
100465,44,97.87,4330.05,AU,basic,1640174342,0
100466,65,36.62,2334.28,UK,premium,1640260624,0
100467,53,85.46,4560.49,UK,basic,1640352368,1
100468,72,64.33,4627.29,DE,basic,1640434471,0
100469,60,117.98,7042.52,DE,basic,1640524334,1
100470,45,65.11,2958.72,DE,standard,1640607949,0
100471,30,107.86,3266.48,FR,standard,1640694665,0
100472,49,39.9,1965.89,FR,standard,1640777596,0
100473,32,57.4,1857.18,US,basic,1640868339,0
100474,44,80.68,3514.23,FR,standard,1640950481,0
100475,54,116.56,6253.19,BR,premium,1641041614,0
100476,52,57.52,2995.21,AU,premium,1641127575,0
100477,43,78.78,3351.65,UK,basic,1641214097,0
100478,30,26.08,737.19,US,premium,1641295788,0
100479,62,39.83,2425.6,CA,premium,1641389057,0
100480,63,40.07,2531.93,CA,standard,1641470415,0
100481,67,91.38,6141.1,BR,premium,1641561580,0
100482,3,52.31,149.89,US,basic,1641647159,0
100483,15,87.68,1316.54,JP,basic,1641730524,1
100484,6,34.22,226.6,US,standard,1641819209,0
100485,29,45.18,1261.93,DE,basic,1641902917,0
100486,36,49.19,1816.6,US,basic,1641991101,1
100487,44,114.08,5004.15,FR,premium,1642076196,0
100488,45,109.18,4880.45,UK,basic,1642162769,0
100489,13,64.89,814.69,DE,premium,1642249128,1
100490,53,77.31,4060.84,US,premium,1642337380,0
100491,51,77.07,3904.28,DE,standard,1642424483,0
100492,45,98.22,4403.11,FR,standard,1642509254,0
100493,15,62.87,893.29,FR,standard,1642597349,0
100494,68,31.74,2131.26,DE,basic,1642679650,0
100495,15,20.97,331.21,US,premium,1642769061,1
100496,33,87.63,2858.85,UK,basic,1642855329,0
100497,14,54.11,736.0,CA,standard,1642941508,0
100498,8,41.2,359.4,DE,basic,1643028589,1
100499,13,116.12,1550.86,DE,standard,1643112727,0
100500,12,27.94,327.3,US,premium,1643203303,0
100501,34,66.68,2314.19,CA,standard,1643287052,0
100502,14,69.4,1002.52,BR,standard,1643372326,0
100503,63,88.3,5567.78,FR,premium,1643457345,0
100504,64,87.58,5566.99,AU,standard,1643546169,0
100505,13,49.71,623.43,JP,basic,1643635278,0
100506,36,108.06,3867.95,CA,basic,1643718869,0
100507,10,98.96,996.92,CA,premium,1643805874,0
100508,14,82.1,1162.48,US,basic,1643892038,1
100509,12,114.84,1413.17,DE,basic,1643981144,1
100510,60,66.91,3983.58,US,basic,1644063487,0
100511,7,50.47,349.58,AU,standard,1644149600,0
100512,36,99.17,3549.1,CA,standard,1644235300,0
100513,59,41.79,2513.66,JP,standard,1644323010,0
100514,54,24.93,1354.49,FR,standard,1644412632,0
100515,8,99.95,812.52,AU,premium,1644494496,0
100516,17,77.04,1295.94,JP,standard,1644585655,1
100517,10,44.72,493.59,CA,standard,1644666727,1
100518,27,87.09,2384.97,AU,basic,1644755916,0
100519,68,31.63,2116.6,JP,standard,1644843086,0
100520,61,103.31,6320.43,FR,premium,1644931514,0
100521,6,66.16,356.67,UK,premium,1645014157,0
100522,43,62.72,2650.62,BR,premium,1645101506,0
100523,61,74.25,4483.55,US,standard,1645186538,0
100524,15,48.84,704.96,UK,standard,1645271361,0
100525,59,56.97,3396.91,UK,premium,1645360492,0
100526,63,37.01,2339.96,US,basic,1645448303,0
100527,27,38.35,1059.62,BR,premium,1645530142,0
100528,29,49.37,1442.07,FR,standard,1645618861,0
100529,54,63.93,3446.42,US,basic,1645704402,0
100530,52,97.75,5068.09,AU,basic,1645790799,0
100531,51,47.47,2384.52,UK,premium,1645878207,1
100532,58,45.14,2604.46,DE,basic,1645964952,0
100533,61,111.39,6815.09,BR,basic,1646054669,0
100534,1,93.89,69.81,US,standard,1646140499,0
100535,26,113.54,2904.27,US,premium,1646220894,0
